"response__warnings__warning","response__warnings__description","response__total","response__dateFormat","response__frequency","response__data__period","response__data__subba","response__data__subba-name","response__data__parent","response__data__parent-name","response__data__value","response__data__value-units","response__description","request__command","request__params__frequency","request__params__data__-","request__params__sort__column","request__params__sort__direction","request__params__offset","request__params__length","request__params__api_key","apiVersion"
"","","","","","2023-07-21T06","ZONA","West","NYIS","New York Independent System Operator","1610","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","ZONJ","New York City","NYIS","New York Independent System Operator","6226","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","ZONE","Mohawk Valley","NYIS","New York Independent System Operator","807","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","TSGT","Tri-State Generation and Transmission","PNM","Public Service Company of New Mexico","314","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","FWES","Far West","ERCO","Electric Reliability Council of Texas, Inc.","6345","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","ZONC","Central","NYIS","New York Independent System Operator","1563","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","MPS","KCP&L Greater Missouri Operations","SWPP","Southwest Power Pool","1038","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","OPPD","Omaha Public Power District","SWPP","Southwest Power Pool","1487","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","ZONK","Long Island","NYIS","New York Independent System Operator","2573","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","PGAE","Pacific Gas and Electric","CISO","California Independent System Operator","16779","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","EAST","East","ERCO","Electric Reliability Council of Texas, Inc.","2112","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","KCPL","Kansas City Power & Light","SWPP","Southwest Power Pool","1903","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","WFEC","Western Farmers Electric Cooperative","SWPP","Southwest Power Pool","1221","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","8910","Zones 8, 9, and 10","MISO","Midcontinent Independent System Operator, Inc.","23495","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","SPS","Southwestern Public Service Company","SWPP","Southwest Power Pool","4754","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","4","Zone 4","MISO","Midcontinent Independent System Operator, Inc.","5118","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","KACY","Kansas City Board of Public Utilities","SWPP","Southwest Power Pool","305","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","KAFB","Kirtland Air Force Base","PNM","Public Service Company of New Mexico","58","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","AEP","American Electric Power zone","PJM","PJM Interconnection, LLC","13539","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","ZONI","Dunwoodie","NYIS","New York Independent System Operator","649","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","27","Zones 2 and 7","MISO","Midcontinent Independent System Operator, Inc.","18842","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","Frep","Freeport","PNM","Public Service Company of New Mexico","33","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","PL","Pennsylvania Power & Light zone","PJM","PJM Interconnection, LLC","4506","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","JC","Jersey Central Power & Light zone","PJM","PJM Interconnection, LLC","2592","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","35","Zones 3 and 5","MISO","Midcontinent Independent System Operator, Inc.","10057","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","DUQ","Duquesne Lighting Company zone","PJM","PJM Interconnection, LLC","1463","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","DAY","Dayton Power & Light zone","PJM","PJM Interconnection, LLC","1874","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","DPL","Delmarva Power & Light zone","PJM","PJM Interconnection, LLC","2079","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","PE","PECO Energy zone","PJM","PJM Interconnection, LLC","4466","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","RECO","Rockland Electric (East) zone","PJM","PJM Interconnection, LLC","165","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","CSWS","AEPW American Electric Power West","SWPP","Southwest Power Pool","6479","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","WAUE","Western Area Power Upper Great Plains East","SWPP","Southwest Power Pool","3555","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","ZONG","Hudson Valley","NYIS","New York Independent System Operator","1083","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","WR","Westar Energy","SWPP","Southwest Power Pool","3790","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","ZONB","Genesee","NYIS","New York Independent System Operator","1031","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T06","LES","Lincoln Electric System","SWPP","Southwest Power Pool","367","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T05","8910","Zones 8, 9, and 10","MISO","Midcontinent Independent System Operator, Inc.","24903","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T05","VEA","Valley Electric Association","CISO","California Independent System Operator","120","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T05","PNM","PNM System Firm Load","PNM","Public Service Company of New Mexico","1694","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T05","DPL","Delmarva Power & Light zone","PJM","PJM Interconnection, LLC","2217","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T05","DOM","Dominion Virginia Power zone","PJM","PJM Interconnection, LLC","14450","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T05","PN","Pennsylvania Electric zone","PJM","PJM Interconnection, LLC","1790","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T05","EAST","East","ERCO","Electric Reliability Council of Texas, Inc.","2277","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T05","ZONI","Dunwoodie","NYIS","New York Independent System Operator","680","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T05","FWES","Far West","ERCO","Electric Reliability Council of Texas, Inc.","6325","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T05","COAS","Coast","ERCO","Electric Reliability Council of Texas, Inc.","16716","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T05","SOUT","South","ERCO","Electric Reliability Council of Texas, Inc.","4826","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T05","KACY","Kansas City Board of Public Utilities","SWPP","Southwest Power Pool","319","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T05","SPS","Southwestern Public Service Company","SWPP","Southwest Power Pool","4917","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T05","ZONC","Central","NYIS","New York Independent System Operator","1660","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T05","4","Zone 4","MISO","Midcontinent Independent System Operator, Inc.","5563","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T05","1","Zone 1","MISO","Midcontinent Independent System Operator, Inc.","10887","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T05","OPPD","Omaha Public Power District","SWPP","Southwest Power Pool","1599","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T05","PEP","Potomac Electric Power zone","PJM","PJM Interconnection, LLC","3679","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T05","ZOND","North","NYIS","New York Independent System Operator","629","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T05","MPS","KCP&L Greater Missouri Operations","SWPP","Southwest Power Pool","1122","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T05","Frep","Freeport","PNM","Public Service Company of New Mexico","36","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T05","6","Zone 6","MISO","Midcontinent Independent System Operator, Inc.","10058","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T05","WAUE","Western Area Power Upper Great Plains East","SWPP","Southwest Power Pool","3671","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T05","GRDA","Grand River Dam Authority","SWPP","Southwest Power Pool","949","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T05","DEOK","Duke Energy Ohio/Kentucky zone","PJM","PJM Interconnection, LLC","3385","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T05","LES","Lincoln Electric System","SWPP","Southwest Power Pool","401","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T05","PGAE","Pacific Gas and Electric","CISO","California Independent System Operator","17470","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T05","WFEC","Western Farmers Electric Cooperative","SWPP","Southwest Power Pool","1287","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T05","KCPL","Kansas City Power & Light","SWPP","Southwest Power Pool","2077","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T05","WR","Westar Energy","SWPP","Southwest Power Pool","4119","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T05","SPRM","City of Springfield","SWPP","Southwest Power Pool","488","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T05","Jica","Jicarilla Apache Nation","PNM","Public Service Company of New Mexico","2","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T05","NRTH","North","ERCO","Electric Reliability Council of Texas, Inc.","1786","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T05","SDGE","San Diego Gas and Electric","CISO","California Independent System Operator","3343","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T05","TSGT","Tri-State Generation and Transmission","PNM","Public Service Company of New Mexico","346","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T05","EDE","Empire District Electric Company","SWPP","Southwest Power Pool","780","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T05","DUQ","Duquesne Lighting Company zone","PJM","PJM Interconnection, LLC","1561","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T05","RECO","Rockland Electric (East) zone","PJM","PJM Interconnection, LLC","178","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T05","CE","Commonwealth Edison zone","PJM","PJM Interconnection, LLC","11617","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T05","LAC","Los Alamos County","PNM","Public Service Company of New Mexico","78","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T05","CSWS","AEPW American Electric Power West","SWPP","Southwest Power Pool","6919","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T05","INDN","Independence Power & Light","SWPP","Southwest Power Pool","134","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T05","KAFB","Kirtland Air Force Base","PNM","Public Service Company of New Mexico","59","megawatthours","","","","","","","","","",""
"","","","","","2023-07-21T05","AE","Atlantic Electric zone","PJM","PJM Interconnection, LLC","1454","megawatthours","","","","","","","","","",""
